province,city,year,price_yuan_per_sqm,yoy_pct
河南,许昌,2023,5385,-14.36
河南,许昌,2024,5330,-1.02
河南,郑州,2010,5697,
河南,郑州,2011,6513,14.32
河南,郑州,2012,6881,5.65
河南,郑州,2013,8163,18.63
河南,郑州,2014,8434,3.32
河南,郑州,2015,8719,3.38
河南,郑州,2016,11994,37.56
河南,郑州,2017,12756,6.35
河南,郑州,2018,13473,5.62
河南,郑州,2019,13160,-2.32
河南,郑州,2020,13409,1.89
河南,郑州,2021,13311,-0.73
河南,郑州,2022,13398,0.65
河南,郑州,2023,11383,-15.04
河南,郑州,2024,11326,-0.50
河南,鄢陵,2019,4960,
河南,鄢陵,2020,4960,0.00
河南,鄢陵,2021,4752,-4.19
河南,鄢陵,2022,4697,-1.16
河南,鄢陵,2023,4667,-0.64
河南,鄢陵,2024,4628,-0.84
河南,长葛,2019,4771,
河南,长葛,2020,4775,0.08
河南,长葛,2021,4733,-0.88
河南,长葛,2022,4752,0.40
河南,长葛,2023,4524,-4.80
河南,长葛,2024,4466,-1.28
河南,驻马店,2016,4903,
河南,驻马店,2017,6592,34.45
河南,驻马店,2018,6381,-3.20
河南,驻马店,2019,6442,0.96
河南,驻马店,2020,6606,2.55
河南,驻马店,2021,6104,-7.60
河南,驻马店,2022,6057,-0.77
河南,驻马店,2023,5531,-8.68
河南,驻马店,2024,5476,-0.99
河南,鹤壁,2015,4758,
河南,鹤壁,2016,4528,-4.83
河南,鹤壁,2017,5573,23.08
河南,鹤壁,2018,6624,18.86
河南,鹤壁,2019,6976,5.31
河南,鹤壁,2020,7225,3.57
河南,鹤壁,2021,7315,1.25
河南,鹤壁,2022,7544,3.13
河南,鹤壁,2023,6875,-8.87
河南,鹤壁,2024,6313,-8.17
浙江,丽水,2016,14073,
浙江,丽水,2017,9656,-31.39
浙江,丽水,2018,9656,0.00
浙江,丽水,2019,9656,0.00
浙江,丽水,2020,9656,0.00
浙江,丽水,2021,9656,0.00
浙江,丽水,2022,9656,0.00
浙江,丽水,2023,9656,0.00
浙江,丽水,2024,9656,0.00
浙江,义乌,2016,5840,
浙江,义乌,2017,18238,212.29
浙江,义乌,2018,20013,9.73
浙江,义乌,2019,20384,1.85
浙江,义乌,2020,20605,1.08
浙江,义乌,2021,23472,13.91
浙江,义乌,2022,25139,7.10
浙江,义乌,2023,23808,-5.29
浙江,义乌,2024,24021,0.89
浙江,乐清,2019,11827,
浙江,乐清,2020,11745,-0.69
浙江,乐清,2021,11620,-1.06
浙江,乐清,2022,11523,-0.83
浙江,乐清,2023,11336,-1.62
浙江,乐清,2024,11329,-0.06
浙江,台州,2015,7479,
浙江,台州,2016,10025,34.04
浙江,台州,2017,12051,20.21
浙江,台州,2018,13338,10.68
浙江,台州,2019,14734,10.47
浙江,台州,2020,14864,0.88
浙江,台州,2021,17081,14.92
浙江,台州,2022,17434,2.07
浙江,台州,2023,15783,-9.47
浙江,台州,2024,15701,-0.52
浙江,嘉兴,2011,6817,
浙江,嘉兴,2013,3807,-44.15
浙江,嘉兴,2015,6670,75.20
浙江,嘉兴,2016,8823,32.28
浙江,嘉兴,2017,10397,17.84
浙江,嘉兴,2018,10910,4.93
浙江,嘉兴,2019,11806,8.21
浙江,嘉兴,2020,11703,-0.87
浙江,嘉兴,2021,12927,10.46
浙江,嘉兴,2022,13862,7.23
浙江,嘉兴,2023,12906,-6.90
浙江,嘉兴,2024,12569,-2.61
浙江,宁波,2011,15334,
浙江,宁波,2012,15219,-0.75
浙江,宁波,2013,15337,0.78
浙江,宁波,2014,14235,-7.19
浙江,宁波,2015,12152,-14.63
浙江,宁波,2016,13746,13.12
浙江,宁波,2017,16900,22.94
浙江,宁波,2018,20150,19.23
浙江,宁波,2019,22614,12.23
浙江,宁波,2020,23333,3.18
浙江,宁波,2021,26525,13.68
浙江,宁波,2022,25429,-4.13
浙江,宁波,2023,22630,-11.01
浙江,宁波,2024,22589,-0.18
浙江,杭州,2010,21683,
浙江,杭州,2011,19563,-9.78
浙江,杭州,2012,18563,-5.11
浙江,杭州,2013,18977,2.23
浙江,杭州,2014,16848,-11.22
浙江,杭州,2015,15951,-5.32
浙江,杭州,2016,21481,34.67
浙江,杭州,2017,28311,31.80
浙江,杭州,2018,28421,0.39
浙江,杭州,2019,26788,-5.75
浙江,杭州,2020,26913,0.47
浙江,杭州,2021,31088,15.51
浙江,杭州,2022,33797,8.71
浙江,杭州,2023,30788,-8.90
浙江,杭州,2024,29953,-2.71
浙江,温州,2015,16738,
浙江,温州,2016,17840,6.58
浙江,温州,2017,17848,0.04
浙江,温州,2018,19306,8.17
浙江,温州,2019,20802,7.75
浙江,温州,2020,20950,0.71
浙江,温州,2021,21808,4.10
浙江,温州,2022,19798,-9.22
浙江,温州,2023,15968,-19.35
浙江,温州,2024,15555,-2.59
浙江,湖州,2015,8177,
浙江,湖州,2016,8262,1.04
浙江,湖州,2017,10893,31.84
浙江,湖州,2018,10537,-3.27
浙江,湖州,2019,10007,-5.03
浙江,湖州,2020,10080,0.73
浙江,湖州,2021,10409,3.26
浙江,湖州,2022,10757,3.34
浙江,湖州,2023,10044,-6.63
浙江,湖州,2024,9764,-2.79
浙江,瑞安,2019,17133,
浙江,瑞安,2020,17321,1.10
浙江,瑞安,2021,17493,0.99
浙江,瑞安,2022,17251,-1.38
浙江,瑞安,2023,17084,-0.97
浙江,瑞安,2024,17043,-0.24
浙江,绍兴,2011,9564,
浙江,绍兴,2013,7853,-17.89
浙江,绍兴,2015,9034,15.04
浙江,绍兴,2016,9024,-0.11
浙江,绍兴,2017,11806,30.83
浙江,绍兴,2018,13805,16.93
浙江,绍兴,2019,15916,15.29
浙江,绍兴,2020,16198,1.77
浙江,绍兴,2021,17583,8.55
浙江,绍兴,2022,18099,2.93
浙江,绍兴,2023,16602,-8.27
浙江,绍兴,2024,16696,0.57
浙江,舟山,2016,10682,
浙江,舟山,2017,13252,24.06
浙江,舟山,2018,16274,22.80
浙江,舟山,2019,16875,3.69
浙江,舟山,2020,16682,-1.14
浙江,舟山,2021,15420,-7.57
浙江,舟山,2022,14522,-5.82
浙江,舟山,2023,12567,-13.46
浙江,舟山,2024,12410,-1.25
浙江,衢州,2015,7510,
浙江,衢州,2016,7974,6.18
浙江,衢州,2017,11166,40.03
浙江,衢州,2018,13083,17.17
浙江,衢州,2019,14279,9.14
浙江,衢州,2020,14811,3.73
浙江,衢州,2021,16107,8.75
浙江,衢州,2022,15870,-1.47
浙江,衢州,2023,14070,-11.34
浙江,衢州,2024,13980,-0.64
浙江,金华,2015,9834,
浙江,金华,2016,10308,4.82
浙江,金华,2017,14387,39.57
浙江,金华,2018,16462,14.42
浙江,金华,2019,15922,-3.28
浙江,金华,2020,16367,2.79
浙江,金华,2021,18533,13.23
浙江,金华,2022,17022,-8.15
浙江,金华,2023,16670,-2.07
浙江,金华,2024,16286,-2.30
海南,万宁,2023,10187,
海南,万宁,2024,9909,-2.73
海南,三亚,2011,16113,
海南,三亚,2012,18041,11.97
海南,三亚,2013,18941,4.99
海南,三亚,2014,19318,1.99
海南,三亚,2015,14274,-26.11
海南,三亚,2016,14658,2.69
海南,三亚,2017,26025,77.55
海南,三亚,2018,31450,20.85
海南,三亚,2019,28248,-10.18
海南,三亚,2020,26806,-5.10
海南,三亚,2021,30182,12.59
海南,三亚,2022,30346,0.54
海南,三亚,2023,29784,-1.85
海南,三亚,2024,29787,0.01
海南,东方,2023,11179,
海南,东方,2024,11416,2.12
海南,五指山,2023,9710,
海南,五指山,2024,9489,-2.28
海南,儋州,2023,7768,
海南,儋州,2024,7746,-0.28
海南,文昌,2023,8804,
海南,文昌,2024,9049,2.78
海南,海口,2011,8011,
海南,海口,2012,7399,-7.64
海南,海口,2013,6913,-6.57
海南,海口,2014,7356,6.41
海南,海口,2015,7143,-2.90
海南,海口,2016,7387,3.42
海南,海口,2017,11881,60.84
海南,海口,2018,14903,25.44
海南,海口,2019,14881,-0.15
海南,海口,2020,14709,-1.16
海南,海口,2021,17571,19.46
海南,海口,2022,17182,-2.21
海南,海口,2023,15484,-9.88
海南,海口,2024,15653,1.09
海南,琼海,2023,9257,
海南,琼海,2024,9027,-2.48
湖北,仙桃,2018,6154,
湖北,仙桃,2019,5092,-17.26
湖北,仙桃,2020,4604,-9.58
湖北,仙桃,2021,4534,-1.52
湖北,仙桃,2022,4711,3.90
湖北,仙桃,2023,5552,17.85
湖北,仙桃,2024,5598,0.83
湖北,十堰,2015,4960,
湖北,十堰,2016,4960,0.00
湖北,十堰,2017,5347,7.80
湖北,十堰,2018,5744,7.42
湖北,十堰,2019,6183,7.64
湖北,十堰,2020,6321,2.23
湖北,十堰,2021,6353,0.51
湖北,十堰,2022,6538,2.91
湖北,十堰,2023,5661,-13.41
湖北,十堰,2024,5592,-1.22
湖北,咸宁,2016,2865,
湖北,咸宁,2017,3268,14.07
湖北,咸宁,2018,4417,35.16
湖北,咸宁,2019,4379,-0.86
湖北,咸宁,2020,4352,-0.62
湖北,咸宁,2021,4424,1.65
湖北,咸宁,2022,4421,-0.07
湖北,咸宁,2023,4317,-2.35
湖北,咸宁,2024,4322,0.12
湖北,天门,2019,5346,
湖北,天门,2020,5368,0.41
湖北,天门,2021,5402,0.63
湖北,天门,2022,5275,-2.35
湖北,天门,2023,5088,-3.55
湖北,天门,2024,5085,-0.06
湖北,孝感,2015,4023,
湖北,孝感,2016,4233,5.22
湖北,孝感,2017,5152,21.71
湖北,孝感,2018,5850,13.55
湖北,孝感,2019,6121,4.63
湖北,孝感,2020,6262,2.30
湖北,孝感,2021,5572,-11.02
湖北,孝感,2022,5409,-2.93
湖北,孝感,2023,4811,-11.06
湖北,孝感,2024,4876,1.35
湖北,宜昌,2011,5851,
湖北,宜昌,2012,6355,8.61
湖北,宜昌,2013,6696,5.37
湖北,宜昌,2015,5962,-10.96
湖北,宜昌,2016,6248,4.80
湖北,宜昌,2017,7471,19.57
湖北,宜昌,2018,8813,17.96
湖北,宜昌,2019,8036,-8.82
湖北,宜昌,2020,8074,0.47
湖北,宜昌,2021,7785,-3.58
湖北,宜昌,2022,7743,-0.54
湖北,宜昌,2023,6812,-12.02
湖北,宜昌,2024,6836,0.35
湖北,恩施,2015,4555,
湖北,恩施,2016,4651,2.11
湖北,恩施,2017,5314,14.25
湖北,恩施,2018,6028,13.44
湖北,恩施,2019,6268,3.98
湖北,恩施,2020,6282,0.22
湖北,恩施,2021,6285,0.05
湖北,恩施,2022,6242,-0.68
湖北,恩施,2023,5936,-4.90
湖北,恩施,2024,5983,0.79
湖北,武汉,2010,6849,
湖北,武汉,2011,7791,13.75
湖北,武汉,2012,7934,1.84
湖北,武汉,2013,8754,10.34
湖北,武汉,2014,9165,4.69
湖北,武汉,2015,9920,8.24
湖北,武汉,2016,13764,38.75
湖北,武汉,2017,16128,17.18
湖北,武汉,2018,17445,8.17
湖北,武汉,2019,16691,-4.32
湖北,武汉,2020,15996,-4.16
湖北,武汉,2021,16756,4.75
湖北,武汉,2022,15768,-5.90
湖北,武汉,2023,14351,-8.99
湖北,武汉,2024,14316,-0.24
湖北,汉川,2020,4055,
湖北,汉川,2021,4055,0.00
湖北,汉川,2022,4055,0.00
湖北,汉川,2023,4055,0.00
湖北,汉川,2024,4055,0.00
湖北,潜江,2017,4824,
湖北,潜江,2018,6046,25.33
湖北,潜江,2019,5324,-11.94
湖北,潜江,2020,5357,0.62
湖北,潜江,2021,5534,3.30
湖北,潜江,2022,5481,-0.96
湖北,潜江,2023,5278,-3.70
湖北,潜江,2024,5368,1.71
湖北,荆州,2015,4496,
湖北,荆州,2016,4680,4.09
湖北,荆州,2017,6311,34.85
湖北,荆州,2018,6260,-0.81
湖北,荆州,2019,6518,4.12
湖北,荆州,2020,6618,1.53
湖北,荆州,2021,6298,-4.84
湖北,荆州,2022,6264,-0.54
湖北,荆州,2023,5488,-12.39
湖北,荆州,2024,5462,-0.47
湖北,荆门,2015,3579,
湖北,荆门,2016,3592,0.36
湖北,荆门,2017,4398,22.44
湖北,荆门,2018,4975,13.12
湖北,荆门,2019,5286,6.25
湖北,荆门,2020,5475,3.58
湖北,荆门,2021,5162,-5.72
湖北,荆门,2022,5132,-0.58
湖北,荆门,2023,4613,-10.11
湖北,荆门,2024,4613,0.00
湖北,襄阳,2015,5429,
湖北,襄阳,2016,6209,14.37
湖北,襄阳,2017,8327,34.11
湖北,襄阳,2018,8775,5.38
湖北,襄阳,2019,9140,4.16
湖北,襄阳,2020,9134,-0.07
湖北,襄阳,2021,8621,-5.62
湖北,襄阳,2022,8307,-3.64
湖北,襄阳,2023,7725,-7.01
湖北,襄阳,2024,7741,0.21
湖北,鄂州,2015,3078,
湖北,鄂州,2016,3964,28.78
湖北,鄂州,2017,4547,14.71
湖北,鄂州,2018,5792,27.38
湖北,鄂州,2019,5670,-2.11
湖北,鄂州,2020,5659,-0.19
湖北,鄂州,2021,5692,0.58
湖北,鄂州,2022,5631,-1.07
湖北,鄂州,2023,5412,-3.89
湖北,鄂州,2024,5323,-1.64
湖北,随州,2017,4955,
湖北,随州,2018,5357,8.11
湖北,随州,2019,5301,-1.05
湖北,随州,2020,5242,-1.11
湖北,随州,2021,5197,-0.86
湖北,随州,2022,5232,0.67
湖北,随州,2023,5181,-0.97
湖北,随州,2024,5083,-1.89
湖北,黄冈,2015,3570,
湖北,黄冈,2016,3620,1.40
湖北,黄冈,2017,4638,28.12
湖北,黄冈,2018,5531,19.25
湖北,黄冈,2019,6107,10.41
湖北,黄冈,2020,6152,0.74
湖北,黄冈,2021,6077,-1.22
湖北,黄冈,2022,6501,6.98
湖北,黄冈,2023,5411,-16.77
湖北,黄冈,2024,5357,-1.00
湖北,黄石,2015,4654,
湖北,黄石,2016,4997,7.37
湖北,黄石,2017,6159,23.25
湖北,黄石,2018,6900,12.03
湖北,黄石,2019,6364,-7.77
湖北,黄石,2020,6233,-2.06
湖北,黄石,2021,5970,-4.22
湖北,黄石,2022,5860,-1.84
湖北,黄石,2023,5462,-6.79
湖北,黄石,2024,5441,-0.38
湖南,娄底,2015,3003,
湖南,娄底,2016,3168,5.49
湖南,娄底,2017,4705,48.52
湖南,娄底,2018,5301,12.67
湖南,娄底,2019,5614,5.90
湖南,娄底,2020,6007,7.00
湖南,娄底,2021,5765,-4.03
湖南,娄底,2022,5503,-4.54
湖南,娄底,2023,5174,-5.98
湖南,娄底,2024,5136,-0.73
湖南,岳阳,2016,5166,
湖南,岳阳,2017,6853,32.66
湖南,岳阳,2018,7090,3.46
湖南,岳阳,2019,7120,0.42
湖南,岳阳,2020,6975,-2.04
湖南,岳阳,2021,6460,-7.38
湖南,岳阳,2022,6687,3.51
湖南,岳阳,2023,5893,-11.87
湖南,岳阳,2024,5851,-0.71
湖南,常德,2015,4727,
湖南,常德,2016,4809,1.73
湖南,常德,2017,6157,28.03
湖南,常德,2018,6744,9.53
湖南,常德,2019,6996,3.74
湖南,常德,2020,6779,-3.10
湖南,常德,2021,6459,-4.72
湖南,常德,2022,6100,-5.56
湖南,常德,2023,5444,-10.75
湖南,常德,2024,5393,-0.94
湖南,张家界,2017,6572,
湖南,张家界,2018,6860,4.38
湖南,张家界,2019,6857,-0.04
湖南,张家界,2020,7064,3.02
湖南,张家界,2021,6745,-4.52
湖南,张家界,2022,6569,-2.61
湖南,张家界,2023,6230,-5.16
湖南,张家界,2024,6171,-0.95
湖南,怀化,2015,3686,
湖南,怀化,2016,3872,5.05
湖南,怀化,2017,4922,27.12
湖南,怀化,2018,5547,12.70
湖南,怀化,2019,5739,3.46
湖南,怀化,2020,5576,-2.84
湖南,怀化,2021,5424,-2.73
湖南,怀化,2022,5381,-0.79
湖南,怀化,2023,4518,-16.04
湖南,怀化,2024,4510,-0.18
湖南,株洲,2015,4520,
湖南,株洲,2016,4674,3.41
湖南,株洲,2017,5431,16.20
湖南,株洲,2018,6039,11.19
湖南,株洲,2019,6339,4.97
湖南,株洲,2020,6391,0.82
湖南,株洲,2021,6405,0.22
湖南,株洲,2022,6123,-4.40
湖南,株洲,2023,5299,-13.46
湖南,株洲,2024,5295,-0.08
湖南,永州,2015,3504,
湖南,永州,2016,3669,4.71
湖南,永州,2017,4772,30.06
湖南,永州,2018,6090,27.62
湖南,永州,2019,6560,7.72
湖南,永州,2020,6514,-0.70
湖南,永州,2021,5766,-11.48
湖南,永州,2022,5213,-9.59
湖南,永州,2023,4872,-6.54
湖南,永州,2024,4838,-0.70
湖南,湘潭,2015,3917,
湖南,湘潭,2016,4391,12.10
湖南,湘潭,2017,4859,10.66
湖南,湘潭,2018,5245,7.94
湖南,湘潭,2019,5441,3.74
湖南,湘潭,2020,5437,-0.07
湖南,湘潭,2021,5738,5.54
湖南,湘潭,2022,5547,-3.33
湖南,湘潭,2023,4889,-11.86
湖南,湘潭,2024,4884,-0.10
湖南,湘西,2017,3944,
湖南,湘西,2018,4712,19.47
湖南,湘西,2019,5183,10.00
湖南,湘西,2020,5196,0.25
湖南,湘西,2021,5176,-0.38
湖南,湘西,2022,5155,-0.41
湖南,湘西,2023,4729,-8.26
湖南,湘西,2024,4670,-1.25
湖南,益阳,2015,3741,
湖南,益阳,2016,3956,5.75
湖南,益阳,2017,5497,38.95
湖南,益阳,2018,6125,11.42
湖南,益阳,2019,5944,-2.96
湖南,益阳,2020,5689,-4.29
湖南,益阳,2021,6026,5.92
湖南,益阳,2022,6205,2.97
湖南,益阳,2023,5293,-14.70
湖南,益阳,2024,5172,-2.29
湖南,衡阳,2015,3451,
湖南,衡阳,2016,3657,5.97
湖南,衡阳,2017,4706,28.68
湖南,衡阳,2018,5461,16.04
湖南,衡阳,2019,5510,0.90
湖南,衡阳,2020,5432,-1.42
湖南,衡阳,2021,5732,5.52
湖南,衡阳,2022,5828,1.67
湖南,衡阳,2023,4886,-16.16
湖南,衡阳,2024,4839,-0.96
湖南,邵阳,2015,3954,
湖南,邵阳,2016,4170,5.46
湖南,邵阳,2017,4493,7.75
湖南,邵阳,2018,5082,13.11
湖南,邵阳,2019,5496,8.15
湖南,邵阳,2020,5455,-0.75
湖南,邵阳,2021,5231,-4.11
湖南,邵阳,2022,5112,-2.27
湖南,邵阳,2023,4848,-5.16
湖南,邵阳,2024,4862,0.29
湖南,郴州,2015,3808,
湖南,郴州,2016,3971,4.28
湖南,郴州,2017,4770,20.12
湖南,郴州,2018,5861,22.87
湖南,郴州,2019,6074,3.63
湖南,郴州,2020,6043,-0.51
湖南,郴州,2021,6286,4.02
湖南,郴州,2022,6157,-2.05
湖南,郴州,2023,5671,-7.89
湖南,郴州,2024,5562,-1.92
湖南,长沙,2010,6122,
湖南,长沙,2011,6726,9.87
湖南,长沙,2012,6486,-3.57
湖南,长沙,2013,6466,-0.31
湖南,长沙,2014,6349,-1.81
湖南,长沙,2015,6396,0.74
湖南,长沙,2016,7540,17.89
湖南,长沙,2017,9794,29.89
湖南,长沙,2018,10541,7.63
湖南,长沙,2019,9996,-5.17
湖南,长沙,2020,9900,-0.96
湖南,长沙,2021,10395,5.00
湖南,长沙,2022,10591,1.89
湖南,长沙,2023,9939,-6.16
湖南,长沙,2024,9915,-0.24
甘肃,临夏,2019,5191,
甘肃,临夏,2020,5692,9.65
甘肃,临夏,2021,6441,13.16
甘肃,临夏,2022,5593,-13.17
甘肃,临夏,2023,6697,19.74
甘肃,临夏,2024,6661,-0.54
甘肃,兰州,2011,8280,
甘肃,兰州,2012,8000,-3.38
甘肃,兰州,2013,8646,8.08
甘肃,兰州,2014,9224,6.69
甘肃,兰州,2015,8397,-8.97
甘肃,兰州,2016,8941,6.48
甘肃,兰州,2017,9909,10.83
甘肃,兰州,2018,11542,16.48
甘肃,兰州,2019,12327,6.80
甘肃,兰州,2020,12619,2.37
甘肃,兰州,2021,12598,-0.17
甘肃,兰州,2022,11712,-7.03
甘肃,兰州,2023,10629,-9.25
甘肃,兰州,2024,10545,-0.79
甘肃,嘉峪关,2019,4296,
甘肃,嘉峪关,2020,4384,2.05
甘肃,嘉峪关,2021,4742,8.17
甘肃,嘉峪关,2022,4823,1.71
甘肃,嘉峪关,2023,5065,5.02
甘肃,嘉峪关,2024,5117,1.03
甘肃,天水,2018,8070,
甘肃,天水,2019,9721,20.46
甘肃,天水,2020,9793,0.74
甘肃,天水,2021,9548,-2.50
甘肃,天水,2022,8790,-7.94
甘肃,天水,2023,7776,-11.54
甘肃,天水,2024,7748,-0.36
甘肃,定西,2016,4829,
甘肃,定西,2017,5176,7.19
甘肃,定西,2018,4854,-6.22
甘肃,定西,2019,5633,16.05
甘肃,定西,2020,5733,1.78
甘肃,定西,2021,6149,7.26
甘肃,定西,2022,5914,-3.82
甘肃,定西,2023,6285,6.27
甘肃,定西,2024,6242,-0.68
甘肃,平凉,2016,6094,
甘肃,平凉,2017,6694,9.85
甘肃,平凉,2018,6490,-3.05
甘肃,平凉,2019,6589,1.53
甘肃,平凉,2020,6624,0.53
甘肃,平凉,2021,6671,0.71
甘肃,平凉,2022,6399,-4.08
甘肃,平凉,2023,6137,-4.09
甘肃,平凉,2024,5959,-2.90
甘肃,庆阳,2016,5407,
甘肃,庆阳,2017,5943,9.91
甘肃,庆阳,2018,7116,19.74
甘肃,庆阳,2019,7593,6.70
甘肃,庆阳,2020,7617,0.32
甘肃,庆阳,2021,8047,5.65
甘肃,庆阳,2022,7570,-5.93
甘肃,庆阳,2023,7641,0.94
甘肃,庆阳,2024,7610,-0.41
甘肃,张掖,2019,3547,
甘肃,张掖,2020,3573,0.73
甘肃,张掖,2021,3596,0.64
甘肃,张掖,2022,3611,0.42
甘肃,张掖,2023,3850,6.62
甘肃,张掖,2024,3887,0.96
甘肃,武威,2018,6587,
甘肃,武威,2019,6503,-1.28
甘肃,武威,2020,6499,-0.06
甘肃,武威,2021,6867,5.66
甘肃,武威,2022,6565,-4.40
甘肃,武威,2023,6468,-1.48
甘肃,武威,2024,6480,0.19
甘肃,白银,2018,4827,
甘肃,白银,2019,5618,16.39
甘肃,白银,2020,5645,0.48
甘肃,白银,2021,5556,-1.58
甘肃,白银,2022,5548,-0.14
甘肃,白银,2023,5329,-3.95
甘肃,白银,2024,5303,-0.49
甘肃,酒泉,2016,4705,
甘肃,酒泉,2017,5133,9.10
甘肃,酒泉,2018,5285,2.96
甘肃,酒泉,2019,5375,1.70
甘肃,酒泉,2020,5431,1.04
甘肃,酒泉,2021,5697,4.90
甘肃,酒泉,2022,5824,2.23
甘肃,酒泉,2023,6420,10.23
甘肃,酒泉,2024,6402,-0.28
甘肃,金昌,2019,4285,
甘肃,金昌,2020,4213,-1.68
甘肃,金昌,2021,4473,6.17
甘肃,金昌,2022,4719,5.50
甘肃,金昌,2023,5050,7.01
甘肃,金昌,2024,5099,0.97
甘肃,陇南,2019,7727,
甘肃,陇南,2020,7679,-0.62
甘肃,陇南,2021,7714,0.46
甘肃,陇南,2022,7714,0.00
甘肃,陇南,2023,7605,-1.41
甘肃,陇南,2024,7683,1.03
福建,三明,2015,7423,
福建,三明,2016,7026,-5.35
福建,三明,2017,7412,5.49
福建,三明,2018,8166,10.17
福建,三明,2019,9640,18.05
福建,三明,2020,9975,3.48
福建,三明,2021,10647,6.74
福建,三明,2022,10525,-1.15
福建,三明,2023,10305,-2.09
福建,三明,2024,9557,-7.26
福建,南平,2016,5849,
福建,南平,2017,7809,33.51
福建,南平,2018,8211,5.15
福建,南平,2019,8427,2.63
福建,南平,2020,8567,1.66
福建,南平,2021,9015,5.23
福建,南平,2022,8863,-1.69
福建,南平,2023,7902,-10.84
福建,南平,2024,8091,2.39
福建,厦门,2011,17397,
福建,厦门,2012,17047,-2.01
福建,厦门,2013,22939,34.56
福建,厦门,2014,24644,7.43
福建,厦门,2015,25762,4.54
福建,厦门,2016,38571,49.72
福建,厦门,2017,46799,21.33
福建,厦门,2018,43216,-7.66
福建,厦门,2019,45625,5.57
福建,厦门,2020,46899,2.79
福建,厦门,2021,50165,6.96
福建,厦门,2022,52555,4.76
福建,厦门,2023,52030,-1.00
福建,厦门,2024,51635,-0.76
福建,宁德,2016,6724,
福建,宁德,2017,9415,40.02
福建,宁德,2018,9963,5.82
福建,宁德,2019,10639,6.79
福建,宁德,2020,11517,8.25
福建,宁德,2021,13215,14.74
福建,宁德,2022,13695,3.63
福建,宁德,2023,13377,-2.32
福建,宁德,2024,12868,-3.81
福建,武夷山,2019,10624,
福建,武夷山,2020,10878,2.39
福建,武夷山,2021,10422,-4.19
福建,武夷山,2022,10609,1.79
福建,武夷山,2023,10307,-2.85
福建,武夷山,2024,10274,-0.32
福建,泉州,2011,8458,
福建,泉州,2012,8199,-3.06
福建,泉州,2013,8654,5.55
福建,泉州,2014,9326,7.77
福建,泉州,2015,7782,-16.56
福建,泉州,2016,8349,7.29
福建,泉州,2017,10565,26.54
福建,泉州,2018,11129,5.34
福建,泉州,2019,11250,1.09
福建,泉州,2020,11425,1.56
福建,泉州,2021,14588,27.68
福建,泉州,2022,14585,-0.02
福建,泉州,2023,13919,-4.57
福建,泉州,2024,13644,-1.98
福建,漳州,2015,8439,
福建,漳州,2016,9583,13.56
福建,漳州,2017,13560,41.50
福建,漳州,2018,12272,-9.50
福建,漳州,2019,12831,4.56
福建,漳州,2020,12719,-0.87
福建,漳州,2021,12876,1.23
福建,漳州,2022,12585,-2.26
福建,漳州,2023,11703,-7.01
福建,漳州,2024,11213,-4.19
福建,福州,2011,10942,
福建,福州,2012,11656,6.53
福建,福州,2013,13730,17.79
福建,福州,2014,13837,0.78
福建,福州,2015,14460,4.50
福建,福州,2016,19663,35.98
福建,福州,2017,26556,35.06
福建,福州,2018,24500,-7.74
福建,福州,2019,24092,-1.67
福建,福州,2020,23758,-1.39
福建,福州,2021,23528,-0.97
福建,福州,2022,20978,-10.84
福建,福州,2023,20420,-2.66
福建,福州,2024,19981,-2.15
福建,莆田,2015,9920,
福建,莆田,2016,9832,-0.89
福建,莆田,2017,13546,37.77
福建,莆田,2018,13485,-0.45
福建,莆田,2019,12059,-10.57
福建,莆田,2020,11830,-1.90
福建,莆田,2021,12840,8.54
福建,莆田,2022,12569,-2.11
福建,莆田,2023,12612,0.34
福建,莆田,2024,12524,-0.70
福建,龙岩,2015,8314,
福建,龙岩,2016,8575,3.14
福建,龙岩,2017,10481,22.23
福建,龙岩,2018,10879,3.80
福建,龙岩,2019,11678,7.34
福建,龙岩,2020,12038,3.08
福建,龙岩,2021,13196,9.62
福建,龙岩,2022,12037,-8.78
福建,龙岩,2023,10680,-11.27
福建,龙岩,2024,10656,-0.22
西藏,山南,2021,6361,
西藏,山南,2022,6902,8.50
西藏,山南,2023,6902,0.00
西藏,山南,2024,6902,0.00
西藏,拉萨,2015,6114,
西藏,拉萨,2016,7548,23.45
西藏,拉萨,2017,9099,20.55
西藏,拉萨,2018,11051,21.45
西藏,拉萨,2019,11835,7.09
西藏,拉萨,2020,12165,2.79
西藏,拉萨,2021,12859,5.70
西藏,拉萨,2022,12107,-5.85
西藏,拉萨,2023,12191,0.69
西藏,拉萨,2024,12108,-0.68
西藏,日喀则,2021,7898,
西藏,日喀则,2022,8593,8.80
西藏,日喀则,2023,7793,-9.31
西藏,日喀则,2024,7301,-6.31
西藏,林芝,2019,8680,
西藏,林芝,2020,8680,0.00
西藏,林芝,2021,7902,-8.96
西藏,林芝,2022,8268,4.63
西藏,林芝,2023,7324,-11.42
西藏,林芝,2024,7255,-0.94
贵州,六盘水,2015,4209,
贵州,六盘水,2016,3776,-10.29
贵州,六盘水,2018,4388,16.21
贵州,六盘水,2019,5001,13.97
贵州,六盘水,2020,4968,-0.66
贵州,六盘水,2021,4887,-1.63
贵州,六盘水,2022,4848,-0.80
贵州,六盘水,2023,4666,-3.75
贵州,六盘水,2024,4551,-2.46
贵州,安顺,2019,5217,
贵州,安顺,2020,5166,-0.98
